Gene
VNN1
VN1R1
VLDLR
VKORC1
VIPR2
VIPR1
VIP
VIM
VIL1
VHL
VGLL4
VGLL3
VGLL2
VGLL1
VGF
VEZT
VEZF1
VENTX
VEGFC
VEGFB
VEGFA
VDR
VDAC3
VDAC2
VDAC1
VCX
VCPIP1
VCP
VCL
VCAN
VCAM1
VBP1
VAX2
VAX1
VAV3
VAV2
VAV1
VAT1L
VAT1
VASP
VAPB
VAPA
VANGL2
VANGL1
VAMP8
VAMP7
VAMP5
VAMP4
VAMP3
VAMP2
VAMP1
VAC14
UXT
UVRAG
UTY
UTS2R
UTS2
UTRN
UTP6
UTP3
UTP23
UTP20
UTP18
UTP15
UTP14C
UTP14A
UTF1
UST
USP9X
USP8
USP7
USP6NL
USP6
USP51
USP5
USP49
USP48
USP47
USP46
USP45
USP44
USP43
USP42
USP40
USP4
USP39
USP38
USP37
USP36
USP35
USP34
USP33
USP32
USP31
USP30
USP3
USP29
USP28
USP27X
USP26
USP25
USP24
USP22
USP21
USP20
USP2
USP19
USP18
USP17L2
USP16
USP15
USP14
USP13
USP12
USP11
USP10
USP1
USO1
USH1G
USH1C
USF2
USF1
USE1
UROS
UROD
URM1
URB2
UQCRQ
UQCRHL
UQCRH
UQCRFS1
UQCRC2
UQCRC1
UQCRB
UQCR11
UQCR10
UPP1
UPF3B
UPF3A
UPF2
UPF1
UNKL
UNK
UNG
UNCX
UNC93B1
UNC80
UNC5D
UNC5C
UNC5B
UNC5A
UNC45B
UNC45A
UNC13D
UNC13C
UNC13B
UNC13A
UNC119B
UNC119
ULK4
ULK3
ULK2
ULK1
ULBP3
ULBP2
ULBP1
UIMC1
UHRF2
UHRF1
UHMK1
UGT8
UGT3A2
UGT3A1
UGT2B7
UGT2B4
UGT2B28
UGT2B15
UGT2B11
UGT2B10
UGT2A3
UGT2A1
UGT1A9
UGT1A8
UGT1A7
UGT1A6
UGT1A5
UGT1A4
UGT1A3
UGT1A10
UGT1A1
UGP2
UGGT2
UGGT1
UGDH
UGCG
UFM1
UFC1
UEVLD
UCP3
UCP2
UCP1
UCN3
UCN2
UCN
UCKL1
UCK2
UCK1
UCHL5
UCHL3
UCHL1
UBXN8
UBXN7
UBXN6
UBXN4
UBXN2B
UBXN2A
UBXN11
UBXN10
UBXN1
UBTF
UBR5
UBR4
UBR3
UBR2
UBR1
UBQLN4
UBQLN2
UBQLN1
UBP1
UBOX5
UBN2
UBN1
UBLCP1
UBL7
UBL5
UBL4A
UBE4B
UBE4A
UBE3C
UBE3B
UBE3A
UBE2Z
UBE2W
UBE2V2
UBE2V1
UBE2T
UBE2S
UBE2R2
UBE2Q2
UBE2NL
UBE2N
UBE2M
UBE2L6
UBE2L3
UBE2K
UBE2J2
UBE2J1
UBE2I
UBE2H
UBE2G2
UBE2G1
UBE2F
UBE2E3
UBE2E2
UBE2E1
UBE2D4
UBE2D3
UBE2D2
UBE2D1
UBE2C
UBE2B
UBE2A
UBD
UBC
UBB
UBASH3B
UBASH3A
UBAP2L
UBAP2
UBAP1
UBAC2
UBAC1
UBA7
UBA6
UBA52
UBA5
UBA3
UBA2
UBA1
UAP1
UACA
U2AF2
U2AF1L4
U2AF1
TYSND1
TYRP1
TYROBP
TYRO3
TYR
TYMS
TYMP
TYK2
TXNRD2
TXNRD1
TXNL4B
TXNL4A
TXNIP
TXNDC5
TXNDC2
TXNDC17
TXN2
TXN
TXLNG
TXLNA
TXK
TWSG1
TWIST2
TWIST1
TWF2
TWF1
TUSC3
TULP4
TULP3
TUFT1
TUFM
TUBGCP6
TUBGCP5
TUBGCP4
TUBGCP3
TUBGCP2
TUBG2
TUBG1
TUBB8
TUBB6
TUBB3
TUBB2B
TUBB2A
TUBB1
TUBB
TUBAL3
TUBA8
TUBA4B
TUBA4A
TUBA3E
TUBA3D
TUBA3C
TUBA1C
TUBA1B
TUBA1A
TUB
TTYH3
TTR
TTN
TTLL12
TTK
TTF2
TTF1
TTC8
TTC7B
TTC7A
TTC5
TTC4
TTC30B
TTC30A
TTC28
TTC26
TTC21B
TTC1
TTBK2
TTBK1
TSTD1
TST
TSSK6
TSSK4
TSSK3
TSSK1B
TSR2
TSR1
TSPYL6
TSPYL5
TSPYL4
TSPYL2
TSPYL1
TSPY3
TSPO
TSPAN7
TSPAN5
TSPAN33
TSPAN17
TSPAN15
TSPAN14
TSPAN1
TSNAXIP1
TSNAX
TSNARE1
TSN
TSLP
TSHZ3
TSHZ2
TSHZ1
TSHR
TSHB
TSG101
TSFM
TSEN54
TSEN34
TSEN2
TSEN15
TSC22D4
TSC22D3
TSC22D2
TSC22D1
TSC2
TSC1
TRUB2
TRUB1
TRRAP
TRPV6
TRPV5
TRPV4
TRPV3
TRPV2
TRPV1
TRPS1
TRPM8
TRPM7
TRPM6
TRPM4
TRPM2
TRPC7
TRPC6
TRPC5
TRPC4
TRPC3
TRPC1
TRPA1
TROAP
TRNP1
TRNAU1AP
TRMU
TRMT61A
TRMT6
TRMT112
TRMT11
TRMT1
TRIT1
TRIP6
TRIP4
TRIP13
TRIP12
TRIP11
TRIP10
TRIOBP
TRIO
TRIM9
TRIM8
TRIM72
TRIM71
TRIM69
TRIM67
TRIM65
TRIM63
TRIM62
TRIM6
TRIM59
TRIM58
TRIM56
TRIM55
TRIM54
TRIM52
TRIM5
TRIM47
TRIM44
TRIM41
TRIM40
TRIM4
TRIM39
TRIM37
TRIM36
TRIM35
TRIM34
TRIM33
TRIM32
TRIM31
TRIM3
TRIM29
TRIM28
TRIM27
TRIM26
TRIM25
TRIM24
TRIM23
TRIM22
TRIM21
TRIM2
TRIM17
TRIM15
TRIM13
TRIM11
TRIM10
TRIB3
TRIB2
TRIB1
TRIAP1
TRHR
TRH
TREX1
TRERF1
TREM2
TREM1
TRDN
TRAT1
TRAPPC9
TRAPPC6B
TRAPPC6A
TRAPPC5
TRAPPC4
TRAPPC3
TRAPPC2L
TRAPPC2
TRAPPC10
TRAPPC1
TRAP1
TRAM1
TRAK2
TRAK1
TRAIP
TRAFD1
TRAF6
TRAF5
TRAF4
TRAF3IP3
TRAF3IP2
TRAF3IP1
TRAF3
TRAF2
TRAF1
TRADD
TRA2B
TRA2A
TPX2
TPTE2
TPTE
TPT1
TPST2
TPST1
TPSG1
TPSD1
TPSB2
TPSAB1
TPRN
TPRKB
TPR
TPPP
TPO
TPM4
TPM3
TPM2
TPM1
TPK1
TPI1
TPCN2
TPCN1
TP73
TP63
TP53TG5
TP53RK
TP53INP2
TP53INP1
TP53I3
TP53BP2
TP53BP1
TP53AIP1
TP53
TOX4
TOX3
TOX2
TOX
TOR2A
TOR1B
TOR1AIP1
TOR1A
TOPORS
TOPBP1
TOP3B
TOP3A
TOP2B
TOP2A
TOP1MT
TOP1
TOMM7
TOMM6
TOMM5
TOMM40L
TOMM40
TOMM34
TOMM22
TOMM20L
TOMM20
TOM1L2
TOM1L1
TOM1
TOLLIP
TOB2
TOB1
TNXB
TNS4
TNS3
TNS1
TNRC6C
TNRC6B
TNRC6A
TNR
TNPO3
TNPO2
TNPO1
TNNT3
TNNT2
TNNT1
TNNI3
TNNI2
TNNI1
TNNC2
TNNC1
TNN
TNKS2
TNKS1BP1
TNKS
TNK2
TNIP3
TNIP2
TNIP1
TNIK
TNFSF9
TNFSF8
TNFSF4
TNFSF18
TNFSF15
TNFSF14
TNFSF13B
TNFSF13
TNFSF12
TNFSF11
TNFSF10
TNFRSF9
TNFRSF8
TNFRSF6B
TNFRSF4
TNFRSF25
TNFRSF21
TNFRSF1B
TNFRSF1A
TNFRSF19
TNFRSF18
TNFRSF17
TNFRSF14
TNFRSF13C
TNFRSF13B
TNFRSF12A
TNFRSF11B
TNFRSF11A
TNFRSF10D
TNFRSF10C
TNFRSF10B
TNFRSF10A
TNFAIP8L2
TNFAIP8
TNFAIP6
TNFAIP3
TNFAIP2
TNFAIP1
TNF
TNC
TMX1
TMUB2
TMUB1
TMSB4Y
TMSB10
TMPRSS9
TMPRSS7
TMPRSS6
TMPRSS5
TMPRSS4
TMPRSS2
TMPRSS12
TMPRSS11F
TMPRSS11D
TMPRSS11B
TMPRSS11A
TMPO
TMOD3
TMOD2
TMOD1
TMLHE
TMIE
TMF1
TMEM91
TMEM9
TMEM88
TMEM70
TMEM67
TMEM59
TMEM33
TMEM30B
TMEM30A
TMEM231
TMEM219
TMEM216
TMEM214
TMEM199
TMEM186
TMEM17
TMEM14A
TMEM138
TMEM135
TMEM132A
TMEM129
TMEM126B
TMEM119
TMEM115
TMEM11
TMEM107
TMEM106C
TMEM106B
TMED9
TMED7
TMED5
TMED4
TMED3
TMED2
TMED10
TMED1
TMCC2
TMC8
TMC2
TMC1
TMBIM6
TM9SF2
TM4SF5
TM4SF1
TLX3
TLX2
TLX1
TLR9
TLR8
TLR7
TLR6
TLR5
TLR4
TLR3
TLR2
TLR10
TLR1
TLN2
TLN1
TLL2
TLL1
TLK2
TLK1
TLE6
TLE4
TLE3
TLE2
TLE1
TKT
TK2
TK1
TJP3
TJP2
TJP1
TJAP1
TIRAP
TIPRL
TIPIN
TIPARP
TINF2
TINAGL1
TINAG
TIMP4
TIMP3
TIMP2
TIMP1
TIMM9
TIMM8B
TIMM8A
TIMM50
TIMM44
TIMM22
TIMM17B
TIMM17A
TIMM13
TIMM10
TIMELESS
TIGIT
TIFA
TIE1
TICAM2
TICAM1
TIAM2
TIAM1
TIAL1
TIA1
THY1
THUMPD1
THRSP
THRB
THRAP3
THRA
THPO
THOP1
THOC7
THOC6
THOC5
THOC3
THOC2
THOC1
THEMIS
THEM4
THBS4
THBS3
THBS2
THBS1
THBD
THAP7
THAP5
THAP3
THAP11
THAP10
THAP1
THADA
TH
TGS1
TGOLN2
TGM5
TGM4
TGM3
TGM2
TGM1
TGIF2LY
TGIF2LX
TGIF2
TGIF1
TGFBRAP1
TGFBR3
TGFBR2
TGFBR1
TGFBI
TGFB3
TGFB2
TGFB1I1
TGFB1
TGFA
TG
TFRC
TFR2
TFPT
TFPI2
TFPI
TFIP11
TFG
TFF3
TFF2
TFF1
TFEC
TFEB
TFE3
TFDP3
TFDP2
TFDP1
TFCP2L1
TFCP2
TFB2M
TFB1M
TFAP4
TFAP2E
TFAP2D
TFAP2C
TFAP2B
TFAP2A
TFAM
TF
TEX19
TEX15
TEX14
TEX12
TEX11
TEX101
TEX10
TET2
TET1
TESK2
TESK1
TESC
TERT
TERF2IP
TERF2
TERF1
TEP1
TELO2
TEKT4
TEKT1
TEK
TEF
TECTB
TECTA
TECR
TECPR2
TECPR1
TEC
TEAD4
TEAD3
TEAD2
TEAD1
TDRKH
TDRD9
TDRD7
TDRD6
TDRD5
TDRD3
TDRD12
TDRD1
TDP2
TDP1
TDGF1
TDG
TCTN3
TCTN2
TCTN1
TCP10L
TCP1
TCOF1
TCN2
TCN1
TCL1B
TCL1A
TCIRG1
TCHH
TCFL5
TCF7L2
TCF7L1
TCF7
TCF4
TCF3
TCF25
TCF23
TCF21
TCF20
TCF15
TCF12
TCERG1L
TCERG1
TCEANC
TCEAL1
TCEA3
TCEA2
TCEA1
TCAP
TBXAS1
TBXA2R
TBX6
TBX5
TBX4
TBX3
TBX22
TBX21
TBX20
TBX2
TBX19
TBX18
TBX15
TBX10
TBX1
TBRG4
TBR1
TBPL2
TBPL1
TBP
TBL3
TBL1Y
TBL1XR1
TBL1X
TBKBP1
TBK1
TBCK
TBCEL
TBCE
TBCD
TBCC
TBCB
TBCA
TBC1D9B
TBC1D9
TBC1D8B
TBC1D8
TBC1D7
TBC1D5
TBC1D4
TBC1D3
TBC1D2B
TBC1D26
TBC1D25
TBC1D24
TBC1D22B
TBC1D22A
TBC1D21
TBC1D20
TBC1D2
TBC1D19
TBC1D17
TBC1D16
TBC1D15
TBC1D14
TBC1D13
TBC1D12
TBC1D10C
TBC1D10B
TBC1D10A
TBC1D1
TAX1BP3
TAX1BP1
TASP1
TAS2R9
TAS2R8
TAS2R60
TAS2R50
TAS2R5
TAS2R46
TAS2R43
TAS2R42
TAS2R41
TAS2R40
TAS2R4
TAS2R39
TAS2R38
TAS2R31
TAS2R30
TAS2R3
TAS2R20
TAS2R19
TAS2R16
TAS2R14
TAS2R13
TAS2R10
TAS2R1
TAS1R3
TAS1R2
TAS1R1
TARS2
TARDBP
TARBP2
TAPBP
TAP2
TAP1
TAOK3
TAOK2
TAOK1
TANK
TANC1
TALDO1
TAL2
TAL1
TAGLN3
TAGLN2
TAGLN
TAGAP
TAF9B
TAF9
TAF8
TAF7L
TAF7
TAF6L
TAF6
TAF5L
TAF5
TAF4B
TAF4
TAF3
TAF2
TAF1L
TAF1D
TAF1C
TAF1B
TAF1A
TAF15
TAF13
TAF12
TAF11
TAF10
TAF1
TADA3
TADA2B
TADA2A
TADA1
TACR3
TACR2
TACR1
TACO1
TACC3
TACC2
TACC1
TAC4
TAC3
TAC1
TAB3
TAB2
TAB1
TAAR8
TAAR6
TAAR5
TAAR2
TAAR1
SYVN1
SYTL5
SYTL4
SYTL3
SYTL2
SYTL1
SYT9
SYT8
SYT7
SYT6
SYT5
SYT4
SYT3
SYT2
SYT17
SYT13
SYT12
SYT11
SYT10
SYT1
SYS1
SYP
SYNRG
SYNPO2L
SYNPO2
SYNPO
SYNJ2BP
SYNJ2
SYNJ1
SYNGAP1
SYNE2
SYNE1
SYNCRIP
SYN3
SYN2
SYN1
SYMPK
SYK
SYF2
SYDE2
SYDE1
SYCP3
SYCP2
SYCP1
SYCE2
SYCE1
SWAP70
SVOPL
SVOP
SVIP
SVIL
SV2C
SV2B
SV2A
SUZ12
SUV39H2
SUV39H1
SURF6
SURF4
SURF2
SURF1
SUPV3L1
SUPT7L
SUPT6H
SUPT5H
SUPT4H1
SUPT3H
SUPT16H
SUN2
SUN1
SUMO4
SUMO3
SUMO2
SUMO1P1
SUMO1
SUMF2
SUMF1
SULT6B1
SULT4A1
SULT2B1
SULT2A1
SULT1E1
SULT1C4
SULT1C3
SULT1C2
SULT1B1
SULT1A3
SULT1A2
SULT1A1
SULF2
SULF1
SUGT1
SUFU
SUDS3
SUCNR1
SUCLG2
SUCLG1
SUCLA2
SUB1
STYXL1
STYK1
STXBP5L
STXBP5
STXBP4
STXBP3
STXBP2
STXBP1
STX8
STX7
STX6
STX5
STX4
STX3
STX2
STX1B
STX1A
STX19
STX18
STX17
STX16
STX12
STX11
STX10
STUB1
STT3B
STT3A
STS
STRN4
STRN3
STRN
STRC
STRAP
STRADB
STRADA
STRA6
STON2
STOML3
STOML2
STOM
STMN4
STMN3
STMN2
STMN1
STK40
STK4
STK39
STK38L
STK38
STK36
STK35
STK33
STK32C
STK32B
STK32A
STK31
STK3
STK25
STK24
STK19
STK17B
STK17A
STK16
STK11IP
STK11
STK10
STIP1
STIM2
STIM1
STIL
STEAP3
STC2
STAU2
STAU1
STAT6
STAT5B
STAT5A
STAT4
STAT3
STAT2
STAT1
STARD8
STARD3NL
STARD3
STARD13
STARD10
STAR
STAP2
STAP1
STAMBPL1
STAMBP
STAM2
STAM
STAG3
STAG2
STAG1
STAB2
STAB1
ST8SIA4
ST8SIA2
ST6GALNAC4
ST6GALNAC2
ST6GAL1
ST3GAL6
ST3GAL4
ST3GAL3
ST3GAL2
ST3GAL1
ST14
ST13
SSX7
SSX5
SSX3
SSX2IP
SSX1
SSU72
SSTR5
SSTR4
SSTR3
SSTR2
SSTR1
SST
SSRP1
SSR4
SSR3
SSR2
SSR1
SSNA1
SSH3
SSH2
SSH1
SSBP4
SSBP3
SSBP2
SSBP1
SSB
SS18L1
SS18
SRY
SRXN1
SRRT
SRRM4
SRRM2
SRRM1
SRR
SRPRB
SRPK3
SRPK2
SRPK1
SRP9
SRP72
SRP68
SRP54
SRP19
SRP14
SRMS
SRM
SRI
SRGAP3
SRGAP2
SRGAP1
SRFBP1
SRF
SREBF2
SREBF1
SRD5A3
SRD5A2
SRD5A1
SRCIN1
SRCAP
SRC
SRA1
SQSTM1
SQLE
SPTBN5
SPTBN4
SPTBN2
SPTBN1
SPTB
SPTAN1
SPTA1
SPSB4
SPSB3
SPSB2
SPSB1
SPRY4
SPRY2
SPRY1
SPRR3
SPRR2G
SPRR2F
SPRR2E
SPRR2D
SPRR2B
SPRR2A
SPRR1B
SPRR1A
SPRN
SPRED2
SPRED1
SPR
SPPL3
SPPL2B
SPPL2A
SPP2
SPP1
SPOPL
SPOP
SPON2
SPON1
SPOCK3
SPOCK2
SPOCD1
SPO11
SPN
SPIRE2
SPIRE1
SPINT2
SPINT1
SPINK9
SPINK6
SPINK5
SPINK1
SPIC
SPIB
SPI1
SPHK2
SPHK1
SPG7
SPEN
SPEF2
SPDYE6
SPDYE5
SPDYE4
SPDYE3
SPDYE2
SPDYE1
SPDYC
SPDYA
SPDEF
SPCS3
SPCS2
SPCS1
SPC25
SPC24
SPATA7
SPATA5L1
SPATA5
SPATA2L
SPATA22
SPATA20
SPATA2
SPATA13
SPAST
SPARCL1
SPARC
SPAG9
SPAG8
SPAG6
SPAG5
SPAG4
SPAG16
SPACA4
SP9
SP8
SP7
SP6
SP5
SP4
SP3
SP2
SP140
SP110
SP100
SP1
SOX9
SOX8
SOX7
SOX6
SOX5
SOX4
SOX3
SOX21
SOX2
SOX18
SOX17
SOX15
SOX14
SOX13
SOX12
SOX11
SOX10
SOX1
SOSTDC1
SOST
SOS2
SOS1
SORT1
SORL1
SORCS3
SORCS2
SORCS1
SORBS3
SORBS2
SORBS1
SON
SOD3
SOD2
SOD1
SOCS7
SOCS6
SOCS5
SOCS4
SOCS3
SOCS2
SOCS1
SOAT2
SNX9
SNX8
SNX6
SNX5
SNX4
SNX33
SNX32
SNX31
SNX30
SNX3
SNX27
SNX21
SNX20
SNX2
SNX18
SNX17
SNX12
SNX1
SNW1
SNURF
SNUPN
SNTG2
SNTG1
SNTB2
SNTB1
SNTA1
SNRPN
SNRPG
SNRPF
SNRPE
